"","BIOSAMPLE_ACCESSION","EXPSAMPLE_ACCESSION"
"1922","BS699737","ES754667"
"1923","BS699737","ES754668"
"1924","BS699737","ES754669"
"1925","BS699737","ES754670"
"1926","BS699737","ES754671"
"1927","BS699737","ES754672"
"1928","BS699738","ES754673"
"1929","BS699738","ES754674"
"1930","BS699738","ES754675"
"1931","BS699738","ES754676"
"1932","BS699738","ES754677"
"1933","BS699738","ES754678"
"1934","BS699738","ES754679"
"1935","BS699738","ES754680"
"1936","BS699739","ES754681"
"1937","BS699739","ES754682"
"1938","BS699739","ES754683"
"1939","BS699739","ES754684"
"1940","BS699739","ES754685"
"1941","BS699739","ES754686"
"1942","BS699739","ES754687"
"1943","BS699739","ES754688"
"1944","BS699741","ES754689"
"1945","BS699741","ES754690"
"1946","BS699741","ES754691"
"1947","BS699741","ES754692"
"1948","BS699741","ES754693"
"1949","BS699741","ES754694"
"1950","BS699741","ES754695"
"1951","BS699741","ES754696"
"1952","BS699742","ES754697"
"1953","BS699742","ES754698"
"1954","BS699742","ES754699"
"1955","BS699742","ES754700"
"1956","BS699742","ES754701"
"1957","BS699742","ES754702"
"1958","BS699742","ES754703"
"1959","BS699742","ES754704"
"1960","BS699740","ES754705"
"1961","BS699740","ES754706"
"1962","BS699740","ES754707"
"1963","BS699740","ES754708"
"1964","BS699740","ES754709"
"1965","BS699740","ES754710"
"1966","BS699740","ES754711"
"1967","BS699740","ES754712"
"1968","BS699743","ES754713"
"1969","BS699743","ES754714"
"1970","BS699743","ES754715"
"1971","BS699743","ES754716"
"1972","BS699743","ES754717"
"1973","BS699743","ES754718"
"1974","BS699743","ES754719"
"1975","BS699743","ES754720"
"1976","BS699744","ES754721"
"1977","BS699744","ES754722"
"1978","BS699744","ES754723"
"1979","BS699744","ES754724"
"1980","BS699744","ES754725"
"1981","BS699744","ES754726"
"1982","BS699744","ES754727"
"1983","BS699744","ES754728"
"1984","BS699745","ES754729"
"1985","BS699745","ES754730"
"1986","BS699745","ES754731"
"1987","BS699745","ES754732"
"1988","BS699745","ES754733"
"1989","BS699745","ES754734"
"1990","BS699745","ES754735"
"1991","BS699745","ES754736"
"1992","BS699746","ES754737"
"1993","BS699746","ES754738"
"1994","BS699746","ES754739"
"1995","BS699746","ES754740"
"1996","BS699746","ES754741"
"1997","BS699746","ES754742"
"1998","BS699746","ES754743"
"1999","BS699746","ES754744"
"2000","BS699747","ES754745"
"2001","BS699747","ES754746"
"2002","BS699747","ES754747"
"2003","BS699747","ES754748"
"2004","BS699747","ES754749"
"2005","BS699747","ES754750"
"2006","BS699747","ES754751"
"2007","BS699747","ES754752"
"2008","BS699748","ES754753"
"2009","BS699748","ES754754"
"2010","BS699748","ES754755"
"2011","BS699748","ES754756"
"2012","BS699748","ES754757"
"2013","BS699748","ES754758"
"2014","BS699748","ES754759"
"2015","BS699748","ES754760"
"2016","BS699750","ES754761"
"2017","BS699750","ES754762"
"2018","BS699750","ES754763"
"2019","BS699750","ES754764"
"2020","BS699750","ES754765"
"2021","BS699750","ES754766"
"2022","BS699750","ES754767"
"2023","BS699750","ES754768"
"2024","BS699751","ES754769"
"2025","BS699751","ES754770"
"2026","BS699751","ES754771"
"2027","BS699751","ES754772"
"2028","BS699751","ES754773"
"2029","BS699751","ES754774"
"2030","BS699751","ES754775"
"2031","BS699751","ES754776"
"2032","BS699749","ES754777"
"2033","BS699749","ES754778"
"2034","BS699749","ES754779"
"2035","BS699749","ES754780"
"2036","BS699749","ES754781"
"2037","BS699749","ES754782"
"2038","BS699749","ES754783"
"2039","BS699749","ES754784"
"2040","BS699752","ES754785"
"2041","BS699752","ES754786"
"2042","BS699752","ES754787"
"2043","BS699752","ES754788"
"2044","BS699752","ES754789"
"2045","BS699752","ES754790"
"2046","BS699752","ES754791"
"2047","BS699752","ES754792"
"2048","BS699753","ES754793"
"2049","BS699753","ES754794"
"2050","BS699753","ES754795"
"2051","BS699753","ES754796"
"2052","BS699753","ES754797"
"2053","BS699753","ES754798"
"2054","BS699753","ES754799"
"2055","BS699753","ES754800"
"2056","BS699754","ES754801"
"2057","BS699754","ES754802"
"2058","BS699754","ES754803"
"2059","BS699754","ES754804"
"2060","BS699754","ES754805"
"2061","BS699754","ES754806"
"2062","BS699754","ES754807"
"2063","BS699754","ES754808"
"2064","BS699755","ES754809"
"2065","BS699755","ES754810"
"2066","BS699755","ES754811"
"2067","BS699755","ES754812"
"2068","BS699755","ES754813"
"2069","BS699755","ES754814"
"2070","BS699755","ES754815"
"2071","BS699755","ES754816"
"2072","BS699756","ES754817"
"2073","BS699756","ES754818"
"2074","BS699756","ES754819"
"2075","BS699756","ES754820"
"2076","BS699756","ES754821"
"2077","BS699756","ES754822"
"2078","BS699756","ES754823"
"2079","BS699756","ES754824"
"2080","BS699757","ES754825"
"2081","BS699757","ES754826"
"2082","BS699757","ES754827"
"2083","BS699757","ES754828"
"2084","BS699757","ES754829"
"2085","BS699757","ES754830"
"2086","BS699757","ES754831"
"2087","BS699757","ES754832"
"2088","BS699759","ES754833"
"2089","BS699759","ES754834"
"2090","BS699759","ES754835"
"2091","BS699759","ES754836"
"2092","BS699759","ES754837"
"2093","BS699759","ES754838"
"2094","BS699759","ES754839"
"2095","BS699759","ES754840"
"2096","BS699760","ES754841"
"2097","BS699760","ES754842"
"2098","BS699760","ES754843"
"2099","BS699760","ES754844"
"2100","BS699760","ES754845"
"2101","BS699760","ES754846"
"2102","BS699760","ES754847"
"2103","BS699760","ES754848"
"2104","BS699758","ES754849"
"2105","BS699758","ES754850"
"2106","BS699758","ES754851"
"2107","BS699758","ES754852"
"2108","BS699758","ES754853"
"2109","BS699758","ES754854"
"2110","BS699758","ES754855"
"2111","BS699758","ES754856"
"2112","BS699761","ES754857"
"2113","BS699761","ES754858"
"2114","BS699761","ES754859"
"2115","BS699761","ES754860"
"2116","BS699761","ES754861"
"2117","BS699761","ES754862"
"2118","BS699761","ES754863"
"2119","BS699761","ES754864"
"2120","BS699762","ES754865"
"2121","BS699762","ES754866"
"2122","BS699762","ES754867"
"2123","BS699762","ES754868"
"2124","BS699762","ES754869"
"2125","BS699762","ES754870"
"2126","BS699762","ES754871"
"2127","BS699762","ES754872"
"2128","BS699763","ES754873"
"2129","BS699763","ES754874"
"2130","BS699763","ES754875"
"2131","BS699763","ES754876"
"2132","BS699763","ES754877"
"2133","BS699763","ES754878"
"2134","BS699763","ES754879"
"2135","BS699763","ES754880"
"2136","BS699764","ES754881"
"2137","BS699764","ES754882"
"2138","BS699764","ES754883"
"2139","BS699764","ES754884"
"2140","BS699764","ES754885"
"2141","BS699764","ES754886"
"2142","BS699764","ES754887"
"2143","BS699764","ES754888"
"2144","BS699765","ES754889"
"2145","BS699765","ES754890"
"2146","BS699765","ES754891"
"2147","BS699765","ES754892"
"2148","BS699765","ES754893"
"2149","BS699765","ES754894"
"2150","BS699765","ES754895"
"2151","BS699765","ES754896"
"2152","BS699766","ES754897"
"2153","BS699766","ES754898"
"2154","BS699766","ES754899"
"2155","BS699766","ES754900"
"2156","BS699766","ES754901"
"2157","BS699766","ES754902"
"2158","BS699766","ES754903"
"2159","BS699766","ES754904"
"2160","BS699768","ES754905"
"2161","BS699768","ES754906"
"2162","BS699768","ES754907"
"2163","BS699768","ES754908"
"2164","BS699768","ES754909"
"2165","BS699768","ES754910"
"2166","BS699768","ES754911"
"2167","BS699768","ES754912"
"2168","BS699769","ES754913"
"2169","BS699769","ES754914"
"2170","BS699769","ES754915"
"2171","BS699769","ES754916"
"2172","BS699769","ES754917"
"2173","BS699769","ES754918"
"2174","BS699769","ES754919"
"2175","BS699769","ES754920"
"2176","BS699767","ES754921"
"2177","BS699767","ES754922"
"2178","BS699767","ES754923"
"2179","BS699767","ES754924"
"2180","BS699767","ES754925"
"2181","BS699767","ES754926"
"2182","BS699767","ES754927"
"2183","BS699767","ES754928"
"2184","BS699770","ES754929"
"2185","BS699770","ES754930"
"2186","BS699770","ES754931"
"2187","BS699770","ES754932"
"2188","BS699770","ES754933"
"2189","BS699770","ES754934"
"2190","BS699770","ES754935"
"2191","BS699770","ES754936"
"2192","BS699771","ES754937"
"2193","BS699771","ES754938"
"2194","BS699771","ES754939"
"2195","BS699771","ES754940"
"2196","BS699771","ES754941"
"2197","BS699771","ES754942"
"2198","BS699771","ES754943"
"2199","BS699771","ES754944"
"2200","BS699772","ES754945"
"2201","BS699772","ES754946"
"2202","BS699772","ES754947"
"2203","BS699772","ES754948"
"2204","BS699772","ES754949"
"2205","BS699772","ES754950"
"2206","BS699772","ES754951"
"2207","BS699772","ES754952"
"2208","BS699773","ES754953"
"2209","BS699773","ES754954"
"2210","BS699773","ES754955"
"2211","BS699773","ES754956"
"2212","BS699773","ES754957"
"2213","BS699773","ES754958"
"2214","BS699773","ES754959"
"2215","BS699773","ES754960"
"2216","BS699774","ES754961"
"2217","BS699774","ES754962"
"2218","BS699774","ES754963"
"2219","BS699774","ES754964"
"2220","BS699774","ES754965"
"2221","BS699774","ES754966"
"2222","BS699774","ES754967"
"2223","BS699774","ES754968"
"2224","BS699775","ES754969"
"2225","BS699775","ES754970"
"2226","BS699775","ES754971"
"2227","BS699775","ES754972"
"2228","BS699775","ES754973"
"2229","BS699775","ES754974"
"2230","BS699775","ES754975"
"2231","BS699775","ES754976"
"2232","BS699777","ES754977"
"2233","BS699777","ES754978"
"2234","BS699777","ES754979"
"2235","BS699777","ES754980"
"2236","BS699777","ES754981"
"2237","BS699777","ES754982"
"2238","BS699777","ES754983"
"2239","BS699777","ES754984"
"2240","BS699778","ES754985"
"2241","BS699778","ES754986"
"2242","BS699778","ES754987"
"2243","BS699778","ES754988"
"2244","BS699778","ES754989"
"2245","BS699778","ES754990"
"2246","BS699778","ES754991"
"2247","BS699778","ES754992"
"2248","BS699776","ES754993"
"2249","BS699776","ES754994"
"2250","BS699776","ES754995"
"2251","BS699776","ES754996"
"2252","BS699776","ES754997"
"2253","BS699776","ES754998"
"2254","BS699776","ES754999"
"2255","BS699776","ES755000"
"2256","BS699779","ES755001"
"2257","BS699779","ES755002"
"2258","BS699779","ES755003"
"2259","BS699779","ES755004"
"2260","BS699779","ES755005"
"2261","BS699779","ES755006"
"2262","BS699779","ES755007"
"2263","BS699779","ES755008"
"2264","BS699780","ES755009"
"2265","BS699780","ES755010"
"2266","BS699780","ES755011"
"2267","BS699780","ES755012"
"2268","BS699780","ES755013"
"2269","BS699780","ES755014"
"2270","BS699780","ES755015"
"2271","BS699780","ES755016"
"2272","BS699781","ES755017"
"2273","BS699781","ES755018"
"2274","BS699781","ES755019"
"2275","BS699781","ES755020"
"2276","BS699781","ES755021"
"2277","BS699781","ES755022"
"2278","BS699781","ES755023"
"2279","BS699781","ES755024"
"2280","BS699782","ES755025"
"2281","BS699782","ES755026"
"2282","BS699782","ES755027"
"2283","BS699782","ES755028"
"2284","BS699782","ES755029"
"2285","BS699782","ES755030"
"2286","BS699782","ES755031"
"2287","BS699782","ES755032"
"2288","BS699783","ES755033"
"2289","BS699783","ES755034"
"2290","BS699783","ES755035"
"2291","BS699783","ES755036"
"2292","BS699783","ES755037"
"2293","BS699783","ES755038"
"2294","BS699783","ES755039"
"2295","BS699783","ES755040"
"2296","BS699784","ES755041"
"2297","BS699784","ES755042"
"2298","BS699784","ES755043"
"2299","BS699784","ES755044"
"2300","BS699784","ES755045"
"2301","BS699784","ES755046"
"2302","BS699784","ES755047"
"2303","BS699784","ES755048"
"2304","BS699786","ES755049"
"2305","BS699786","ES755050"
"2306","BS699786","ES755051"
"2307","BS699786","ES755052"
"2308","BS699786","ES755053"
"2309","BS699786","ES755054"
"2310","BS699786","ES755055"
"2311","BS699786","ES755056"
"2312","BS699787","ES755057"
"2313","BS699787","ES755058"
"2314","BS699787","ES755059"
"2315","BS699787","ES755060"
"2316","BS699787","ES755061"
"2317","BS699787","ES755062"
"2318","BS699787","ES755063"
"2319","BS699787","ES755064"
"2320","BS699785","ES755065"
"2321","BS699785","ES755066"
"2322","BS699785","ES755067"
"2323","BS699785","ES755068"
"2324","BS699785","ES755069"
"2325","BS699785","ES755070"
"2326","BS699785","ES755071"
"2327","BS699785","ES755072"
"2328","BS699788","ES755073"
"2329","BS699788","ES755074"
"2330","BS699788","ES755075"
"2331","BS699788","ES755076"
"2332","BS699788","ES755077"
"2333","BS699788","ES755078"
"2334","BS699788","ES755079"
"2335","BS699788","ES755080"
"2336","BS699789","ES755081"
"2337","BS699789","ES755082"
"2338","BS699789","ES755083"
"2339","BS699789","ES755084"
"2340","BS699789","ES755085"
"2341","BS699789","ES755086"
"2342","BS699789","ES755087"
"2343","BS699789","ES755088"
"2344","BS699790","ES755089"
"2345","BS699790","ES755090"
"2346","BS699790","ES755091"
"2347","BS699790","ES755092"
"2348","BS699790","ES755093"
"2349","BS699790","ES755094"
"2350","BS699790","ES755095"
"2351","BS699790","ES755096"
"2352","BS699791","ES755097"
"2353","BS699791","ES755098"
"2354","BS699791","ES755099"
"2355","BS699791","ES755100"
"2356","BS699791","ES755101"
"2357","BS699791","ES755102"
"2358","BS699791","ES755103"
"2359","BS699791","ES755104"
"2360","BS699792","ES755105"
"2361","BS699792","ES755106"
"2362","BS699792","ES755107"
"2363","BS699792","ES755108"
"2364","BS699792","ES755109"
"2365","BS699792","ES755110"
"2366","BS699792","ES755111"
"2367","BS699792","ES755112"
"2368","BS699793","ES755113"
"2369","BS699793","ES755114"
"2370","BS699793","ES755115"
"2371","BS699793","ES755116"
"2372","BS699793","ES755117"
"2373","BS699793","ES755118"
"2374","BS699793","ES755119"
"2375","BS699793","ES755120"
"2376","BS699795","ES755121"
"2377","BS699795","ES755122"
"2378","BS699795","ES755123"
"2379","BS699795","ES755124"
"2380","BS699795","ES755125"
"2381","BS699795","ES755126"
"2382","BS699795","ES755127"
"2383","BS699795","ES755128"
"2384","BS699796","ES755129"
"2385","BS699796","ES755130"
"2386","BS699796","ES755131"
"2387","BS699796","ES755132"
"2388","BS699796","ES755133"
"2389","BS699796","ES755134"
"2390","BS699796","ES755135"
"2391","BS699796","ES755136"
"2392","BS699794","ES755137"
"2393","BS699794","ES755138"
"2394","BS699794","ES755139"
"2395","BS699794","ES755140"
"2396","BS699794","ES755141"
"2397","BS699794","ES755142"
"2398","BS699794","ES755143"
"2399","BS699794","ES755144"
"2400","BS699797","ES755145"
"2401","BS699797","ES755146"
"2402","BS699797","ES755147"
"2403","BS699797","ES755148"
"2404","BS699797","ES755149"
"2405","BS699797","ES755150"
"2406","BS699797","ES755151"
"2407","BS699797","ES755152"
"2408","BS699798","ES755153"
"2409","BS699798","ES755154"
"2410","BS699798","ES755155"
"2411","BS699798","ES755156"
"2412","BS699798","ES755157"
"2413","BS699798","ES755158"
"2414","BS699798","ES755159"
"2415","BS699798","ES755160"
"2416","BS699799","ES755161"
"2417","BS699799","ES755162"
"2418","BS699799","ES755163"
"2419","BS699799","ES755164"
"2420","BS699799","ES755165"
"2421","BS699799","ES755166"
"2422","BS699799","ES755167"
"2423","BS699799","ES755168"
"2424","BS699800","ES755169"
"2425","BS699800","ES755170"
"2426","BS699800","ES755171"
"2427","BS699800","ES755172"
"2428","BS699800","ES755173"
"2429","BS699800","ES755174"
"2430","BS699800","ES755175"
"2431","BS699800","ES755176"
"2432","BS699801","ES755177"
"2433","BS699801","ES755178"
"2434","BS699801","ES755179"
"2435","BS699801","ES755180"
"2436","BS699801","ES755181"
"2437","BS699801","ES755182"
"2438","BS699801","ES755183"
"2439","BS699801","ES755184"
"2440","BS699802","ES755185"
"2441","BS699802","ES755186"
"2442","BS699802","ES755187"
"2443","BS699802","ES755188"
"2444","BS699802","ES755189"
"2445","BS699802","ES755190"
"2446","BS699802","ES755191"
"2447","BS699802","ES755192"
"2448","BS699802","ES755193"
"2449","BS699804","ES755194"
"2450","BS699804","ES755195"
"2451","BS699804","ES755196"
"2452","BS699804","ES755197"
"2453","BS699804","ES755198"
"2454","BS699804","ES755199"
"2455","BS699804","ES755200"
"2456","BS699804","ES755201"
"2457","BS699804","ES755202"
"2458","BS699805","ES755203"
"2459","BS699805","ES755204"
"2460","BS699805","ES755205"
"2461","BS699805","ES755206"
"2462","BS699805","ES755207"
"2463","BS699805","ES755208"
"2464","BS699805","ES755209"
"2465","BS699805","ES755210"
"2466","BS699805","ES755211"
"2467","BS699803","ES755212"
"2468","BS699803","ES755213"
"2469","BS699803","ES755214"
"2470","BS699803","ES755215"
"2471","BS699803","ES755216"
"2472","BS699803","ES755217"
"2473","BS699803","ES755218"
"2474","BS699803","ES755219"
"2475","BS699803","ES755220"
"2476","BS699806","ES755221"
"2477","BS699806","ES755222"
"2478","BS699806","ES755223"
"2479","BS699806","ES755224"
"2480","BS699806","ES755225"
"2481","BS699806","ES755226"
"2482","BS699806","ES755227"
"2483","BS699806","ES755228"
"2484","BS699806","ES755229"
"2485","BS699807","ES755230"
"2486","BS699807","ES755231"
"2487","BS699807","ES755232"
"2488","BS699807","ES755233"
"2489","BS699807","ES755234"
"2490","BS699807","ES755235"
"2491","BS699807","ES755236"
"2492","BS699807","ES755237"
"2493","BS699807","ES755238"
"2494","BS699808","ES755239"
"2495","BS699808","ES755240"
"2496","BS699808","ES755241"
"2497","BS699808","ES755242"
"2498","BS699808","ES755243"
"2499","BS699808","ES755244"
"2500","BS699808","ES755245"
"2501","BS699808","ES755246"
"2502","BS699808","ES755247"
"2503","BS699809","ES755248"
"2504","BS699809","ES755249"
"2505","BS699809","ES755250"
"2506","BS699809","ES755251"
"2507","BS699809","ES755252"
"2508","BS699809","ES755253"
"2509","BS699809","ES755254"
"2510","BS699809","ES755255"
"2511","BS699809","ES755256"
"2512","BS699810","ES755257"
"2513","BS699810","ES755258"
"2514","BS699810","ES755259"
"2515","BS699810","ES755260"
"2516","BS699810","ES755261"
"2517","BS699810","ES755262"
"2518","BS699810","ES755263"
"2519","BS699810","ES755264"
"2520","BS699811","ES755265"
"2521","BS699811","ES755266"
"2522","BS699811","ES755267"
"2523","BS699811","ES755268"
"2524","BS699811","ES755269"
"2525","BS699811","ES755270"
"2526","BS699811","ES755271"
"2527","BS699811","ES755272"
"2528","BS699811","ES755273"
"2529","BS699813","ES755274"
"2530","BS699813","ES755275"
"2531","BS699813","ES755276"
"2532","BS699813","ES755277"
"2533","BS699813","ES755278"
"2534","BS699813","ES755279"
"2535","BS699813","ES755280"
"2536","BS699813","ES755281"
"2537","BS699813","ES755282"
"2538","BS699814","ES755283"
"2539","BS699814","ES755284"
"2540","BS699814","ES755285"
"2541","BS699814","ES755286"
"2542","BS699814","ES755287"
"2543","BS699814","ES755288"
"2544","BS699814","ES755289"
"2545","BS699814","ES755290"
"2546","BS699814","ES755291"
"2547","BS699812","ES755292"
"2548","BS699812","ES755293"
"2549","BS699812","ES755294"
"2550","BS699812","ES755295"
"2551","BS699812","ES755296"
"2552","BS699812","ES755297"
"2553","BS699812","ES755298"
"2554","BS699812","ES755299"
"2555","BS699812","ES755300"
"2556","BS699815","ES755301"
"2557","BS699815","ES755302"
"2558","BS699815","ES755303"
"2559","BS699815","ES755304"
"2560","BS699815","ES755305"
"2561","BS699815","ES755306"
"2562","BS699815","ES755307"
"2563","BS699815","ES755308"
"2564","BS699815","ES755309"
"2565","BS699816","ES755310"
"2566","BS699816","ES755311"
"2567","BS699816","ES755312"
"2568","BS699816","ES755313"
"2569","BS699816","ES755314"
"2570","BS699816","ES755315"
"2571","BS699816","ES755316"
"2572","BS699816","ES755317"
"2573","BS699816","ES755318"
"2574","BS699817","ES755319"
"2575","BS699817","ES755320"
"2576","BS699817","ES755321"
"2577","BS699817","ES755322"
"2578","BS699817","ES755323"
"2579","BS699817","ES755324"
"2580","BS699817","ES755325"
"2581","BS699817","ES755326"
"2582","BS699817","ES755327"
"2583","BS699818","ES755328"
"2584","BS699818","ES755329"
"2585","BS699818","ES755330"
"2586","BS699818","ES755331"
"2587","BS699818","ES755332"
"2588","BS699818","ES755333"
"2589","BS699818","ES755334"
"2590","BS699818","ES755335"
"2591","BS699818","ES755336"
"2592","BS699819","ES755337"
"2593","BS699819","ES755338"
"2594","BS699819","ES755339"
"2595","BS699819","ES755340"
"2596","BS699819","ES755341"
"2597","BS699819","ES755342"
"2598","BS699819","ES755343"
"2599","BS699819","ES755344"
"2600","BS699820","ES755345"
"2601","BS699820","ES755346"
"2602","BS699820","ES755347"
"2603","BS699820","ES755348"
"2604","BS699820","ES755349"
"2605","BS699820","ES755350"
"2606","BS699820","ES755351"
"2607","BS699820","ES755352"
"2608","BS699820","ES755353"
"2609","BS699822","ES755354"
"2610","BS699822","ES755355"
"2611","BS699822","ES755356"
"2612","BS699822","ES755357"
"2613","BS699822","ES755358"
"2614","BS699822","ES755359"
"2615","BS699822","ES755360"
"2616","BS699822","ES755361"
"2617","BS699822","ES755362"
"2618","BS699823","ES755363"
"2619","BS699823","ES755364"
"2620","BS699823","ES755365"
"2621","BS699823","ES755366"
"2622","BS699823","ES755367"
"2623","BS699823","ES755368"
"2624","BS699823","ES755369"
"2625","BS699823","ES755370"
"2626","BS699823","ES755371"
"2627","BS699821","ES755372"
"2628","BS699821","ES755373"
"2629","BS699821","ES755374"
"2630","BS699821","ES755375"
"2631","BS699821","ES755376"
"2632","BS699821","ES755377"
"2633","BS699821","ES755378"
"2634","BS699821","ES755379"
"2635","BS699821","ES755380"
"2636","BS699824","ES755381"
"2637","BS699824","ES755382"
"2638","BS699824","ES755383"
"2639","BS699824","ES755384"
"2640","BS699824","ES755385"
"2641","BS699824","ES755386"
"2642","BS699824","ES755387"
"2643","BS699824","ES755388"
"2644","BS699824","ES755389"
"2645","BS699825","ES755390"
"2646","BS699825","ES755391"
"2647","BS699825","ES755392"
"2648","BS699825","ES755393"
"2649","BS699825","ES755394"
"2650","BS699825","ES755395"
"2651","BS699825","ES755396"
"2652","BS699825","ES755397"
"2653","BS699825","ES755398"
"2654","BS699826","ES755399"
"2655","BS699826","ES755400"
"2656","BS699826","ES755401"
"2657","BS699826","ES755402"
"2658","BS699826","ES755403"
"2659","BS699826","ES755404"
"2660","BS699826","ES755405"
"2661","BS699826","ES755406"
"2662","BS699826","ES755407"
"2663","BS699827","ES755408"
"2664","BS699827","ES755409"
"2665","BS699827","ES755410"
"2666","BS699827","ES755411"
"2667","BS699827","ES755412"
"2668","BS699827","ES755413"
"2669","BS699827","ES755414"
"2670","BS699827","ES755415"
"2671","BS699827","ES755416"
"2672","BS699828","ES755417"
"2673","BS699828","ES755418"
"2674","BS699828","ES755419"
"2675","BS699828","ES755420"
"2676","BS699828","ES755421"
"2677","BS699828","ES755422"
"2678","BS699828","ES755423"
"2679","BS699828","ES755424"
"2680","BS699829","ES755425"
"2681","BS699829","ES755426"
"2682","BS699829","ES755427"
"2683","BS699829","ES755428"
"2684","BS699829","ES755429"
"2685","BS699829","ES755430"
"2686","BS699829","ES755431"
"2687","BS699829","ES755432"
"2688","BS699829","ES755433"
"2689","BS699831","ES755434"
"2690","BS699831","ES755435"
"2691","BS699831","ES755436"
"2692","BS699831","ES755437"
"2693","BS699831","ES755438"
"2694","BS699831","ES755439"
"2695","BS699831","ES755440"
"2696","BS699831","ES755441"
"2697","BS699831","ES755442"
"2698","BS699832","ES755443"
"2699","BS699832","ES755444"
"2700","BS699832","ES755445"
"2701","BS699832","ES755446"
"2702","BS699832","ES755447"
"2703","BS699832","ES755448"
"2704","BS699832","ES755449"
"2705","BS699832","ES755450"
"2706","BS699832","ES755451"
"2707","BS699830","ES755452"
"2708","BS699830","ES755453"
"2709","BS699830","ES755454"
"2710","BS699830","ES755455"
"2711","BS699830","ES755456"
"2712","BS699830","ES755457"
"2713","BS699830","ES755458"
"2714","BS699830","ES755459"
"2715","BS699830","ES755460"
"2716","BS699833","ES755461"
"2717","BS699833","ES755462"
"2718","BS699833","ES755463"
"2719","BS699833","ES755464"
"2720","BS699833","ES755465"
"2721","BS699833","ES755466"
"2722","BS699833","ES755467"
"2723","BS699833","ES755468"
"2724","BS699833","ES755469"
"2725","BS699834","ES755470"
"2726","BS699834","ES755471"
"2727","BS699834","ES755472"
"2728","BS699834","ES755473"
"2729","BS699834","ES755474"
"2730","BS699834","ES755475"
"2731","BS699834","ES755476"
"2732","BS699834","ES755477"
"2733","BS699834","ES755478"
"2734","BS699835","ES755479"
"2735","BS699835","ES755480"
"2736","BS699835","ES755481"
"2737","BS699835","ES755482"
"2738","BS699835","ES755483"
"2739","BS699835","ES755484"
"2740","BS699835","ES755485"
"2741","BS699835","ES755486"
"2742","BS699835","ES755487"
"2743","BS699836","ES755488"
"2744","BS699836","ES755489"
"2745","BS699836","ES755490"
"2746","BS699836","ES755491"
"2747","BS699836","ES755492"
"2748","BS699836","ES755493"
"2749","BS699836","ES755494"
"2750","BS699836","ES755495"
"2751","BS699836","ES755496"
"2752","BS699837","ES755497"
"2753","BS699837","ES755498"
"2754","BS699837","ES755499"
"2755","BS699837","ES755500"
"2756","BS699837","ES755501"
"2757","BS699837","ES755502"
"2758","BS699837","ES755503"
"2759","BS699837","ES755504"
"2760","BS699838","ES755505"
"2761","BS699838","ES755506"
"2762","BS699838","ES755507"
"2763","BS699838","ES755508"
"2764","BS699838","ES755509"
"2765","BS699838","ES755510"
"2766","BS699838","ES755511"
"2767","BS699838","ES755512"
"2768","BS699838","ES755513"
"2769","BS699840","ES755514"
"2770","BS699840","ES755515"
"2771","BS699840","ES755516"
"2772","BS699840","ES755517"
"2773","BS699840","ES755518"
"2774","BS699840","ES755519"
"2775","BS699840","ES755520"
"2776","BS699840","ES755521"
"2777","BS699840","ES755522"
"2778","BS699841","ES755523"
"2779","BS699841","ES755524"
"2780","BS699841","ES755525"
"2781","BS699841","ES755526"
"2782","BS699841","ES755527"
"2783","BS699841","ES755528"
"2784","BS699841","ES755529"
"2785","BS699841","ES755530"
"2786","BS699841","ES755531"
"2787","BS699839","ES755532"
"2788","BS699839","ES755533"
"2789","BS699839","ES755534"
"2790","BS699839","ES755535"
"2791","BS699839","ES755536"
"2792","BS699839","ES755537"
"2793","BS699839","ES755538"
"2794","BS699839","ES755539"
"2795","BS699839","ES755540"
"2796","BS699842","ES755541"
"2797","BS699842","ES755542"
"2798","BS699842","ES755543"
"2799","BS699842","ES755544"
"2800","BS699842","ES755545"
"2801","BS699842","ES755546"
"2802","BS699842","ES755547"
"2803","BS699842","ES755548"
"2804","BS699842","ES755549"
"2805","BS699843","ES755550"
"2806","BS699843","ES755551"
"2807","BS699843","ES755552"
"2808","BS699843","ES755553"
"2809","BS699843","ES755554"
"2810","BS699843","ES755555"
"2811","BS699843","ES755556"
"2812","BS699843","ES755557"
"2813","BS699843","ES755558"
"2814","BS699844","ES755559"
"2815","BS699844","ES755560"
"2816","BS699844","ES755561"
"2817","BS699844","ES755562"
"2818","BS699844","ES755563"
"2819","BS699844","ES755564"
"2820","BS699844","ES755565"
"2821","BS699844","ES755566"
"2822","BS699844","ES755567"
"2823","BS699845","ES755568"
"2824","BS699845","ES755569"
"2825","BS699845","ES755570"
"2826","BS699845","ES755571"
"2827","BS699845","ES755572"
"2828","BS699845","ES755573"
"2829","BS699845","ES755574"
"2830","BS699845","ES755575"
"2831","BS699845","ES755576"
"2832","BS699846","ES755577"
"2833","BS699846","ES755578"
"2834","BS699846","ES755579"
"2835","BS699846","ES755580"
"2836","BS699846","ES755581"
"2837","BS699846","ES755582"
"2838","BS699846","ES755583"
"2839","BS699846","ES755584"
"2840","BS699847","ES755585"
"2841","BS699847","ES755586"
"2842","BS699847","ES755587"
"2843","BS699847","ES755588"
"2844","BS699847","ES755589"
"2845","BS699847","ES755590"
"2846","BS699847","ES755591"
"2847","BS699847","ES755592"
"2848","BS699847","ES755593"
"2849","BS699849","ES755594"
"2850","BS699849","ES755595"
"2851","BS699849","ES755596"
