"","HMDB_ID","NAME","DESCRIPTION","LINK"
"686","HMDB0005435","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)), also known as tag(16:1/16:1/18:2) or tag(50:4), belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005435"
"687","HMDB05436","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(16:1/16:1/20:4) or tag(52:6), belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005436"
"688","HMDB0005436","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(16:1/16:1/20:4) or tag(52:6), belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005436"
"689","HMDB05447","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(16:1/18:2/20:4) or 1-palmitoleoyl-2-linoleoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005447"
"690","HMDB0005447","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(16:1/18:2/20:4) or 1-palmitoleoyl-2-linoleoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005447"
"691","HMDB05448","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(16:1/20:4/20:4) or 1-palmitoleoyl-2-arachidonoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005448"
"692","HMDB0005448","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(16:1/20:4/20:4) or 1-palmitoleoyl-2-arachidonoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005448"
"693","HMDB05456","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/18:1/20:4) or 1-oleoyl-2-oleoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005456"
"694","HMDB0005456","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/18:1/20:4) or 1-oleoyl-2-oleoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005456"
"695","HMDB05458","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/20:1/20:4) or 1-oleoyl-2-eicosenoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005458"
"696","HMDB0005458","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/20:1/20:4) or 1-oleoyl-2-eicosenoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005458"
"697","HMDB05462","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/18:2/20:4) or 1-oleoyl-2-linoleoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005462"
"698","HMDB0005462","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/18:2/20:4) or 1-oleoyl-2-linoleoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005462"
"699","HMDB05463","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/20:4/20:4) or 1-oleoyl-2-arachidonoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005463"
"700","HMDB0005463","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:1/20:4/20:4) or 1-oleoyl-2-arachidonoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005463"
"701","HMDB05471","TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:2/20:1/20:4) or 1-linoleoyl-2-eicosenoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005471"
"702","HMDB0005471","TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:2/20:1/20:4) or 1-linoleoyl-2-eicosenoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005471"
"703","HMDB05476","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:2/20:4/20:4) or 1-linoleoyl-2-arachidonoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005476"
"704","HMDB0005476","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as tag(18:2/20:4/20:4) or 1-linoleoyl-2-arachidonoyl-3-arachidonoyl-glycerol, belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. In humans, TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005476"
"705","HMDB05478","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as 1,2,3-tri-(5,8,11,14-eicosatetraenoyl)glycerol or TG(20:4/20:4/20:4), belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Thus, TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a triradylglycerol lipid molecule. TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from DG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0) and arachidonyl-CoA; which is mediated by the enzyme diacylglycerol O-acyltransferase. In humans, TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005478"
"706","HMDB0005478","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), also known as 1,2,3-tri-(5,8,11,14-eicosatetraenoyl)glycerol or TG(20:4/20:4/20:4), belongs to the class of organic compounds known as triacylglycerols. These are glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages. Thus, TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a triradylglycerol lipid molecule. TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) has been found in human adipose tissue tissue, and has also been primarily detected in blood. Within the cell, TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is primarily located in the membrane (predicted from logP) and adiposome. TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) can be biosynthesized from DG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0) and arachidonyl-CoA; which is mediated by the enzyme diacylglycerol O-acyltransferase. In humans, TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) is involved in the metabolic disorder called de novo triacylglycerol biosynthesis TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)) pathway.","http://www.hmdb.ca/metabolites/HMDB0005478"
"707","HMDB05862","2-Methylguanosine","2-Methylguanosine, also known as M2G, belongs to the class of organic compounds known as purine nucleosides. Purine nucleosides are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety. 2-Methylguanosine is soluble (in water) and a very weakly acidic compound (based on its pKa).","http://www.hmdb.ca/metabolites/HMDB0005862"
"708","HMDB0005862","2-Methylguanosine","2-Methylguanosine, also known as M2G, belongs to the class of organic compounds known as purine nucleosides. Purine nucleosides are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety. 2-Methylguanosine is soluble (in water) and a very weakly acidic compound (based on its pKa).","http://www.hmdb.ca/metabolites/HMDB0005862"
"709","HMDB05923","N4-Acetylcytidine","N4-Acetylcytidine belongs to the class of organic compounds known as pyrimidine nucleosides. Pyrimidine nucleosides are compounds comprising a pyrimidine base attached to a ribosyl or deoxyribosyl moiety. N4-Acetylcytidine is soluble (in water) and a very weakly acidic compound (based on its pKa). N4-Acetylcytidine has been primarily detected in urine.","http://www.hmdb.ca/metabolites/HMDB0005923"
