"","NAME","DESCRIPTION","LINK"
"154","Guinea","A nation in West Africa, formerly known as French Guinea. Guinea's territory has a curved shape, with its base at the Atlantic Ocean, inland to the east, and turning south. The base borders Guinea-Bissau and Senegal to the north, and Mali to the north and north-east; the inland part borders Cote d'Ivoire to the south-east, Liberia to the south, and Sierra Leone to the west of the southern tip.","http://purl.obolibrary.org/obo/GAZ_00000909"
"155","Guinea-Bissau","A country in western Africa, and one of the smallest nations in continental Africa. It is bordered by Senegal to the north, and Guinea to the south and east, with the Atlantic Ocean to its west. Formerly the Portuguese colony of Portuguese Guinea, upon independence, the name of its capital, Bissau, was added to the country's name in order to prevent confusion between itself and the Republic of Guinea.","http://purl.obolibrary.org/obo/GAZ_00000910"
"156","Guyana","A country in the N of South America. Guyana lies north of the equator, in the tropics, and is located on the Atlantic Ocean. Guyana is bordered to the east by Suriname, to the south and southwest by Brazil and to the west by Venezuela. Guyana is divided into 10 regions. The regions of Guyana are divided into 27 neighborhood councils.","http://purl.obolibrary.org/obo/GAZ_00002522"
"157","Haiti","A country located in the Greater Antilles archipelago on the Caribbean island of Hispaniola, which it shares with the Dominican Republic. Haiti is divided into 10 departments. The departments are further divided into 41 arrondissements, and 133 communes which serve as second and third level administrative divisions.","http://purl.obolibrary.org/obo/GAZ_00003953"
"158","Honduras","A republic in Central America. The country is bordered to the west by Guatemala, to the southwest by El Salvador, to the southeast by Nicaragua, to the south by the Pacific Ocean at the Gulf of Fonseca, and to the north by the Gulf of Honduras, a large inlet of the Caribbean Sea. Honduras is divided into 18 departments. The capital city is Tegucigalpa Central District of the department of Francisco Morazan.","http://purl.obolibrary.org/obo/GAZ_00002894"
"159","Hungary","A landlocked country in the Carpathian Basin of Central Europe, bordered by Austria, Slovakia, Ukraine, Romania, Serbia, Croatia, and Slovenia. Its capital is Budapest. Hungary is divided into 19 counties (megyek, singular: megye). In addition, the capital city (fovaros), Budapest, is independent of any county government. The counties are further subdivided into 173 subregions (kistersegek), and Budapest is comprised of its own subregion. Since 1996, the counties and City of Budapest have been grouped into 7 regions for statistical and development purposes. These seven regions constitute NUTS second-level units of Hungary.","http://purl.obolibrary.org/obo/GAZ_00002952"
"160","Iceland","A country in northern Europe, comprising the island of Iceland and its outlying islands in the North Atlantic Ocean between the rest of Europe and Greenland.","http://purl.obolibrary.org/obo/GAZ_00000843"
"161","India","A country in South Asia. Bounded by the Indian Ocean on the south, the Arabian Sea on the west, and the Bay of Bengal on the east, India has a coastline of 7,517 km. It borders Pakistan to the west; China, Nepal, and Bhutan to the north-east; and Bangladesh and Burma to the east. India is in the vicinity of Sri Lanka, the Maldives, and Indonesia in the Indian Ocean. India is a federal republic of twenty-eight states and seven Union Territories. Each state or union territory is divided into basic units of government and administration called districts. There are nearly 600 districts in India. The districts in turn are further divided into tehsils and eventually into villages.","http://purl.obolibrary.org/obo/GAZ_00002839"
"162","Indonesia","An archipelagic state in Southeast Asia. The country shares land borders with Papua New Guinea, East Timor and Malaysia. Other neighboring countries include Singapore, the Philippines, Australia, and the Indian territory of the Andaman and Nicobar Islands. Indonesia consists of 33 provinces, five of which have special status. The provinces are subdivided into regencies (kabupaten, distrik in Papua and West Papua Provinces) and cities (kota), which are further subdivided into subdistricts (kecamatan), and again into village groupings (either desa or kelurahan).","http://purl.obolibrary.org/obo/GAZ_00003727"
"163","Iran","A country in Central Eurasia. Iran is bounded by the Gulf of Oman and the Persian Gulf to the south and the Caspian Sea to its north. It borders Armenia, Azerbaijan, Turkmenistan to the north, Afghanistan and Pakistan to the east, and Turkey and Iraq to the west. Iran is divided into 30 provinces (ostan). The provinces are divided into counties (shahrestan), and subdivided into districts (bakhsh) and sub-districts (dehestan).","http://purl.obolibrary.org/obo/GAZ_00004474"
"164","Iraq","A country in the Middle East spanning most of the northwestern end of the Zagros mountain range, the eastern part of the Syrian Desert and the northern part of the Arabian Desert. It shares borders with Kuwait and Saudi Arabia to the south, Jordan to the west, Syria to the northwest, Turkey to the north, and Iran to the east. It has a very narrow section of coastline at Umm Qasr on the Persian Gulf. There are two major flowing rivers: the Tigris and the Euphrates. Iraq is divided into 18 governorates (or provinces) (muhafazah). The governorates are divided into qadhas (or districts).","http://purl.obolibrary.org/obo/GAZ_00004483"
"165","Israel","A country in Western Asia located on the eastern edge of the Mediterranean Sea. It borders Lebanon in the north, Syria in the northeast, Jordan in the east, and Egypt on the southwest. The West Bank and Gaza Strip, which are partially administrated by the Palestinian National Authority, are also adjacent. The State of Israel is divided into six main administrative districts, known as mehozot (singular mahoz). Districts are further divided into fifteen sub-districts known as nafot (singular: nafa), which are themselves partitioned into fifty natural regions.","http://purl.obolibrary.org/obo/GAZ_00002476"
"166","Italy","A country located on the Italian Peninsula in Southern Europe, and on the two largest islands in the Mediterranean Sea, Sicily and Sardinia. Italy shares its northern Alpine boundary with France, Switzerland, Austria and Slovenia. The independent states of San Marino and the Vatican City are enclaves within the Italian Peninsula, while Campione d'Italia is an Italian exclave in Switzerland. Italy is subdivided into 20 regions (regioni, singular regione). Five of these regions have a special autonomous status that enables them to enact legislation on some of their local matters. It is further divided into 109 provinces (province) and 8,101 municipalities (comuni).","http://purl.obolibrary.org/obo/GAZ_00002650"
"167","Ivory Coast","A country in West Africa. It borders Liberia and Guinea to the west, Mali and Burkina Faso to the north, Ghana to the east, and the Gulf of Guinea to the south. Cote d'Ivoire is divided into nineteen regions (regions). The regions are further divided into 58 departments.","http://purl.obolibrary.org/obo/GAZ_00000906"
"168","Jamaica","A nation of the Greater Antilles. Jamaica is divided into 14 parishes, which are grouped into three historic counties that have no administrative relevance.","http://purl.obolibrary.org/obo/GAZ_00003781"
"169","Japan","An island country in East Asia. Located in the Pacific Ocean, it lies to the east of China, Korea and Russia, stretching from the Sea of Okhotsk in the north to the East China Sea in the south.","http://purl.obolibrary.org/obo/GAZ_00002747"
"170","Java","An island of Indonesia and the site of its capital city, Jakarta. It lies between Sumatra to the northwest and Bali to the east. Borneo lies to the north and Christmas Island to the south. Java is almost entirely of volcanic origin; it contains no fewer than thirty-eight mountains forming an east-west spine which have at one time or another been active volcanoes.","http://purl.obolibrary.org/obo/GAZ_00024383"
"171","Jordan","A country in Southwest Asia, bordered by Syria to the north, Iraq to the north-east, Israel and the West Bank to the west, and Saudi Arabia to the east and south. It shares the coastlines of the Dead Sea, and the Gulf of Aqaba with Israel, Saudi Arabia, and Egypt. Jordan is divided into 12 provinces called governorates. The Governorates are subdivided into approximately fifty-two nahias.","http://purl.obolibrary.org/obo/GAZ_00002473"
"172","Kazakhstan","A country in Central Asia and Europe. It is bordered by Russia, Kyrgyzstan, Turkmenistan, Uzbekistan and China. The country also borders on a significant part of the Caspian Sea. Kazakhstan is divided into 14 provinces and two municipal districts. The provinces of Kazakhstan are divided into raions.","http://purl.obolibrary.org/obo/GAZ_00004999"
"173","Kenya","A country in Eastern Africa. It is bordered by Ethiopia to the north, Somalia to the east, Tanzania to the south, Uganda to the west, and Sudan to the northwest, with the Indian Ocean running along the southeast border. Kenya comprises eight provinces each headed by a Provincial Commissioner (centrally appointed by the president). The provinces (mkoa singular mikoa plural in Swahili) are subdivided into districts (wilaya). There were 69 districts as of 1999 census. Districts are then subdivided into 497 divisions (taarafa). The divisions are then subdivided into 2,427 locations (kata) and then 6,612 sublocations (kata ndogo). The City of Nairobi enjoys the status of a full administrative province.","http://purl.obolibrary.org/obo/GAZ_00001101"
"174","Kiribati","An island nation located in the central tropical Pacific Ocean. It is composed of 32 atolls and one raised coral island dispersed over 3,500,000 km2 straddling the equator and bordering the International Date Line to the east. It is divided into three island groups which have no administrative function, including a group which unites the Line Islands and the Phoenix Islands (ministry at London, Christmas). Each inhabited island has its own council (three councils on Tarawa: Betio, South-Tarawa, North-Tarawa; two councils on Tabiteuea).","http://purl.obolibrary.org/obo/GAZ_00006894"
"175","Kosovo","A country on the Balkan Peninsula. Kosovo borders Central Serbia to the north and east, Montenegro to the northwest, Albania to the west and the Republic of Macedonia to the south. Kosovo is divided into 7 districts (Rreth) and 30 municipalities. Serbia does not recognise the unilateral secession of Kosovo[8] and considers it a United Nations-governed entity within its sovereign territory, the Autonomous Province of Kosovo and Metohija.","http://purl.obolibrary.org/obo/GAZ_00011337"
"176","Kurdistan","An extensive plateau and mountainous area in the Middle East, inhabited mainly by Kurds. It covers large parts of eastern Turkey, northern Iraq, northwestern Iran and smaller parts of northern Syria and Armenia. It roughly includes Zagros and eastern Taurus mountain ranges.","http://purl.obolibrary.org/obo/GAZ_00002468"
"177","Kuwait","A sovereign emirate on the coast of the Persian Gulf, enclosed by Saudi Arabia to the south and Iraq to the north and west. Kuwait is divided into six governorates (muhafazat, singular muhafadhah).","http://purl.obolibrary.org/obo/GAZ_00005285"
"178","Kyrgyzstan","A country in Central Asia. Landlocked and mountainous, it is bordered by Kazakhstan to the north, Uzbekistan to the west, Tajikistan to the southwest and China to the east. Kyrgyzstan is divided into seven provinces (oblast. The capital, Bishkek, and the second large city Osh are administratively the independent cities (shaar) with a status equal to a province. Each province comprises a number of districts (raions).","http://purl.obolibrary.org/obo/GAZ_00006893"
"179","Laos","A landlocked country in southeast Asia, bordered by Burma (Myanmar) and China to the northwest, Vietnam to the east, Cambodia to the south, and Thailand to the west. Laos is divided into sixteen provinces (qwang) and Vientiane Capital (Na Kone Luang Vientiane). The provinces further divided into districts (muang).","http://purl.obolibrary.org/obo/GAZ_00006889"
"180","Latvia","A country in Northern Europe. Latvia shares land borders with Estonia to the north and Lithuania to the south, and both Russia and Belarus to the east. It is separated from Sweden in the west by the Baltic Sea. The capital of Latvia is Riga. Latvia is divided into 26 districts (raioni). There are also seven cities (lielpilsetas) that have a separate status. Latvia is also historically, culturally and constitutionally divided in four or more distinct regions.","http://purl.obolibrary.org/obo/GAZ_00002958"
"181","US: Tennessee","A state located in the Southern United States. The capital city is Nashville, and the largest city is Memphis. Tennessee borders eight other states: Kentucky and Virginia to the north; North Carolina to the east; Georgia, Alabama and Mississippi on the south; Arkansas and Missouri on the Mississippi River to the west.","http://purl.obolibrary.org/obo/GAZ_00004411"
"182","US: Texas","A state located in the South Central United States. The Rio Grande, Red River and Sabine River form natural state borders, Oklahoma on the north, Louisiana and Arkansas on the east, and the Mexican states of Chihuahua, Coahuila, Nuevo Leon, and Tamaulipas to the south.","http://purl.obolibrary.org/obo/GAZ_00002580"
"183","US: Utah","A western state of the United States. Utah has three distinct geological regions: the Rocky Mountains, the Great Basin, and the Colorado Plateau.","http://purl.obolibrary.org/obo/GAZ_00004413"
"184","US: Vermont","A state in the New England region of the northeastern United States of America. It is bordered by Massachusetts to the south, New Hampshire to the east, New York to the west, and the Canadian province of Quebec to the north.","http://purl.obolibrary.org/obo/GAZ_00004429"
"185","US: Virginia","A state on the Atlantic Coast of the Southern United States. Virginia is bordered by Maryland and the District of Columbia to the north and east; the Atlantic Ocean to the east; by North Carolina and Tennessee to the south; by Kentucky to the west and by West Virginia to the north and west. Due to a peculiarity of Virginia's original charter, its boundary with Maryland does not extend past the low-water mark of the southern shore of the Potomac River, so Maryland and the District of Columbia contain the whole width of the river rather than splitting it between them and Virginia. The southern border is defined as the 36deg30min parallel north.","http://purl.obolibrary.org/obo/GAZ_00003171"
"186","US: Washington","The Northwestern-most state of the contiguous United States. Its northern border lies mostly along the 49th parallel, and then via marine boundaries through the Strait of Georgia, Haro Strait and Strait of Juan de Fuca, with the Canadian province of British Columbia to the north. Washington borders Oregon to the south, with the Columbia River forming most of the boundary and the 46th parallel forming the eastern part of the southern boundary. To the east Washington borders Idaho, bounded mostly by the meridian running north from the confluence of the Snake River and Clearwater River, except for the southernmost section where the border follows the Snake River. To the west of Washington lies the Pacific Ocean.","http://purl.obolibrary.org/obo/GAZ_00002553"
"187","US: West Virginia","A state in the Appalachian, Upland South, and Mid-Atlantic regions of the United States, bordered by Virginia on the southeast, Kentucky on the southwest, Ohio on the northwest, and Pennsylvania and Maryland on the northeast. The capital and largest city is Charleston.","http://purl.obolibrary.org/obo/GAZ_00004414"
"188","US: Wisconsin","A State located in the north-central part of the United States. Wisconsin is bordered by the Montreal River; Lake Superior and Michigan to the north; by Lake Michigan to the east; by Illinois to the south; and by Iowa and Minnesota to the west. The state's boundaries include the Mississippi River and Saint Croix River in the west, and the Menominee River in the northeast Wisconsin's capital is Madison, and its largest city is Milwaukee.","http://purl.obolibrary.org/obo/GAZ_00002586"
"189","US: Wyoming","A state in the northwestern region of the United States. Wyoming is bordered on the north by Montana, on the east by South Dakota and Nebraska, on the south by Colorado, on the southwest by Utah, and on the west by Idaho.","http://purl.obolibrary.org/obo/GAZ_00002533"
"190","Uganda","A landlocked country in East Africa, bordered on the east by Kenya, the north by Sudan, on the west by the Democratic Republic of the Congo, on the southwest by Rwanda, and on the south by Tanzania. The southern part of the country includes a substantial portion of Lake Victoria, within which it shares borders with Kenya and Tanzania. Uganda is divided into 80 districts, spread across four administrative regions: Northern, Eastern, Central and Western. The districts are subdivided into counties.","http://purl.obolibrary.org/obo/GAZ_00001102"
"191","Ukraine","A country in Eastern Europe. It borders Russia to the east, Belarus to the north, Poland, Slovakia and Hungary to the west, Romania and Moldova to the southwest, and the Black Sea and Sea of Azov to the south. Ukraine is subdivided into twenty-four oblasts (provinces) and one autonomous republic (avtonomna respublika), Crimea. Additionally, the cities of Kiev, the capital, and Sevastopol, both have a special legal status. The 24 oblasts and Crimea are subdivided into 490 raions (districts), or second-level administrative units.","http://purl.obolibrary.org/obo/GAZ_00002724"
"192","United Arab Emirates","A Middle Eastern federation of seven states situated in the southeast of the Arabian Peninsula in Southwest Asia on the Persian Gulf, bordering Oman and Saudi Arabia. The seven states, termed emirates, are Abu Dhabi, Ajman, Dubai, Fujairah, Ras al-Khaimah, Sharjah, and Umm al-Quwain.","http://purl.obolibrary.org/obo/GAZ_00005282"
"193","United States of America","A federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, DC, the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The State of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait, and the State of Hawaii is in the mid-Pacific. The United States also possesses several territories, or insular areas, that are scattered around the Caribbean and Pacific. The states are divided into smaller administrative regions, called counties in most states, exceptions being Alaska (parts of the state are organized into subdivisions called boroughs; the rest of the state's territory that is not included in any borough is divided into ""census areas""), and Louisiana (which is divided into county-equivalents that are called parishes). There are also independent cities which are within particular states but not part of any particular county or consolidated city-counties. Another type of organization is where the city and county are unified and function as an independent city. There are thirty-nine independent cities in Virginia and other independent cities or city-counties are San Francisco, California, Baltimore, Maryland, St. Louis, Missouri, Denver, Colorado and Carson City, Nevada. Counties can include a number of cities, towns, villages, or hamlets, or sometimes just a part of a city. Counties have varying degrees of political and legal significance, but they are always administrative divisions of the state. Counties in many states are further subdivided into townships, which, by definition, are administrative divisions of a county. In some states, such as Michigan, a township can file a charter with the state government, making itself into a ""charter township"", which is a type of mixed municipal and township status (giving the township some of the rights of a city without all of the responsibilities), much in the way a metropolitan municipality is a mixed municipality and county.","http://purl.obolibrary.org/obo/GAZ_00002459"
"194","Uruguay","A country located in the southeastern part of South America. It is bordered by Brazil to the north, by Argentina across the bank of both the Uruguay River to the west and the estuary of Rio de la Plata to the southwest, and the South Atlantic Ocean to the southeast. Uraguay consists of 19 departments (departamentos, singular - departamento).","http://purl.obolibrary.org/obo/GAZ_00002930"
"195","Uzbekistan","A doubly landlocked country in Central Asia, formerly part of the Soviet Union. It shares borders with Kazakhstan to the west and to the north, Kyrgyzstan and Tajikistan to the east, and Afghanistan and Turkmenistan to the south. Uzbekistan is divided into twelve provinces (viloyatlar) one autonomous republic (respublika and one independent city (shahar).","http://purl.obolibrary.org/obo/GAZ_00004979"
"196","Vanuatu","An island nation located in the South Pacific Ocean.","http://purl.obolibrary.org/obo/GAZ_00006918"
"197","Vatican City","A landlocked sovereign city-state whose territory consists of a walled enclave within the City of Rome. It includes extraterritorial buildings and property in Rome and elsewhere it Italy.","http://purl.obolibrary.org/obo/GAZ_00003103"
"198","Venezuela","A country on the northern coast of South America. The country comprises a continental mainland and numerous islands located off the Venezuelan coastline in the Caribbean Sea. The Bolivarian Republic of Venezuela possesses borders with Guyana to the east, Brazil to the south, and Colombia to the west. Trinidad and Tobago, Grenada, St. Lucia, Barbados, Curacao, Bonaire, Aruba, Saint Vincent and the Grenadines and the Leeward Antilles lie just north, off the Venezuelan coast. Venezuela is divided into twenty-three states (Estados), a capital district (distrito capital) corresponding to the city of Caracas, the Federal Dependencies (Dependencias Federales, a special territory), and Guayana Esequiba (claimed in a border dispute with Guyana). Venezuela is further subdivided into 335 municipalities (municipios); these are subdivided into over one thousand parishes (parroquias).","http://purl.obolibrary.org/obo/GAZ_00002931"
"199","Vietnam","The easternmost country on the Indochina Peninsula in Southeast Asia. It borders the Gulf of Thailand, Gulf of Tonkin, and South China Sea, alongside China, Laos, and Cambodia.","http://purl.obolibrary.org/obo/GAZ_00003756"
"200","Wales","One of the four constituent countries of the United Kingdom of Great Britain and Northern Ireland. It is located in the south-west of the island of Great Britain and is bordered by England to the east, the Bristol Channel (Mor Hafren) to the south and the Irish Sea (Mor Iwerddon) to the west and north, and also by the estuary of the River Dee (Afon Dyfrdwy) in the north-east. Wales is divided into 22 unitary authorities. There are nine counties, three cities, and ten county boroughs, although all have equal powers. Collectively these are known as the principal areas of Wales. They came into being on 1996-04-01.","http://purl.obolibrary.org/obo/GAZ_00002640"
"201","Western Sahara","A territory of northwestern Africa, bordered by Morocco to the north, Algeria in the northeast, Mauritania to the east and south, and the Atlantic Ocean on the west. Western Sahara is administratively divided into four regions.","http://purl.obolibrary.org/obo/GAZ_00000564"
"202","Yemen","A country located on the Arabian Peninsula in Southwest Asia. Yemen is bordered by Saudi Arabia to the North, the Red Sea to the West, the Arabian Sea and Gulf of Aden to the South, and Oman to the east. Yemen's territory includes over 200 islands, the largest of which is Socotra, about 415 km to the south of Yemen, off the coast of Somalia. As of 2004-02, Yemen is divided into twenty governorates (muhafazah) and one municipality. The population of each governorate is listed in the table below. The governorates of Yemen are divided into 333 districts (muderiah). The districts are subdivided into 2,210 sub-districts, and then into 38,284 villages (as of 2001).","http://purl.obolibrary.org/obo/GAZ_00005284"
"203","Zambia","A landlocked country in Southern Africa. The neighbouring countries are the Democratic Republic of the Congo to the north, Tanzania to the north-east, Malawi to the east, Mozambique, Zimbabwe, Botswana, and Namibia to the south, and Angola to the west. The capital city is Lusaka. Zambia is divided into nine provinces. Each province is subdivided into several districts with a total of 73 districts.","http://purl.obolibrary.org/obo/GAZ_00001107"
"204","Zimbabwe","A landlocked country in the southern part of the continent of Africa, between the Zambezi and Limpopo rivers. It is bordered by South Africa to the south, Botswana to the southwest, Zambia to the northwest, and Mozambique to the east. Zimbabwe is divided into eight provinces and two cities with provincial status. The provinces are subdivided into 59 districts and 1,200 municipalities.","http://purl.obolibrary.org/obo/GAZ_00001106"
"205","Yugoslavia (formerly)","A former state. The six countries that were once part of Yugoslavia are Bosnia-Herzegovina, Croatia, Macedonia, Montenegro, Serbia, and Slovenia.","http://purl.obolibrary.org/obo/GAZ_00052663"
"206","American Samoa","An unincorporated territory of the United States located in the South Pacific Ocean, southeast of the sovereign State of Samoa.","http://purl.obolibrary.org/obo/GAZ_00003957"
"207","Guam","An island which is the southernmost island in the Mariana island chain and is the largest island in Micronesia.","http://purl.obolibrary.org/obo/GAZ_00006933"
"208","Northern Mariana Islands","A group of 15 islands about three-quarters of the way from Hawaii to the Philippines.","http://purl.obolibrary.org/obo/GAZ_00003958"
"209","Puerto Rico","An island in the Caribbean Sea.","http://purl.obolibrary.org/obo/GAZ_00002822"
"210","U.S. Virgin Islands","A group of islands in the Caribbean that are an insular area of the United States.","http://purl.obolibrary.org/obo/GAZ_00003959"
"211","Other","Other","Other"
"212","US: Midwest","The geographic area of the midwestern region of the United States in general or when the specific state or states are not indicated. The states usually included in this region are Illinois, Indiana, Iowa, Kansas, Kentucky, Michigan, Minnesota, Missouri, Nebraska, Ohio, Oklahoma, North Dakota, South Dakota and Wisconsin.","https://uts.nlm.nih.gov/uts/umls/concept/C0026081"
"213","US: Northeast","A census region of the United States consisting of Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, and Pennsylvania.","https://uts.nlm.nih.gov/uts/umls/concept/C2698501"
"214","US: South","A census region of the United States consisting of Florida, Georgia, North Carolina, South Carolina, Virginia, West Virginia, Maryland, Washington, D.C., Delaware, Alabama, Kentucky, Mississippi, Tennessee, Arkansas, Louisiana, Oklahoma, and Texas.","https://uts.nlm.nih.gov/uts/umls/concept/C2699497"
"215","US: West","A census region of the United States consisting of Alaska, California, Hawaii, Oregon, Washington, Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming.","https://uts.nlm.nih.gov/uts/umls/concept/C2700270"
"216","North America","North America","http://purl.obolibrary.org/obo/GAZ_00000458"
"217","Tanzania","A country in East Africa bordered by Kenya and Uganda on the north, Rwanda, Burundi and the Democratic Republic of the Congo on the west, and Zambia, Malawi and Mozambique on the south. To the east it borders the Indian Ocean. Tanzania is divided into 26 regions (mkoa), twenty-one on the mainland and five on Zanzibar (three on Unguja, two on Pemba). Ninety-eight districts (wilaya), each with at least one council, have been created to further increase local authority; the councils are also known as local government authorities. Currently there are 114 councils operating in 99 districts; 22 are urban and 92 are rural. The 22 urban units are further classified as city councils (Dar es Salaam and Mwanza), municipal councils (Arusha, Dodoma, Iringa, Kilimanjaro, Mbeya, Morogoro, Shinyanga, Tabora, and Tanga) or town councils (the remaining eleven communities).","http://purl.obolibrary.org/obo/GAZ_00001103"
"218","Tawain","A state in East Asia with de facto rule of the island of Tawain and adjacent territory. The Republic of China currently administers two historical provinces of China (one completely and a small part of another one) and centrally administers two direct-controlled municipalities.","http://purl.obolibrary.org/obo/GAZ_00005341"
"219","Thailand","A country in Southeast Asia. To its east lie Laos and Cambodia; to its south, the Gulf of Thailand and Malaysia; and to its west, the Andaman Sea and Burma. Its capital and largest city is Bangkok. Thailand is divided into 75 provinces (changwat), which are gathered into 5 groups of provinces by location. There are also 2 special governed districts: the capital Bangkok (Krung Thep Maha Nakhon) and Pattaya, of which Bangkok is at provincial level and thus often counted as a 76th province.","http://purl.obolibrary.org/obo/GAZ_00003744"
"220","Timor-Leste","A country in Southeast Asia. It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecussi-Ambeno, an exclave on the northwestern side of the island, within Indonesian West Timor. The small country of 15,410 km2 is located about 640 km northwest of Darwin, Australia. East Timor is divided into thirteen administrative districts, are subdivided into 65 subdistricts, 443 sucos and 2,336 towns, villages and hamlets.","http://purl.obolibrary.org/obo/GAZ_00006913"
"221","Togo","A country in West Africa bordering Ghana in the west, Benin in the east and Burkina Faso in the north. In the south, it has a short Gulf of Guinea coast, on which the capital Lome is located.","http://purl.obolibrary.org/obo/GAZ_00000915"
"222","Tonga","An island nation in the Pacific Ocean.","http://purl.obolibrary.org/obo/GAZ_00006916"
"223","Trinidad and Tobago","An archipelagic state in the southern Caribbean, lying northeast of the South American nation of Venezuela and south of Grenada in the Lesser Antilles. It also shares maritime boundaries with Barbados to the northeast and Guyana to the southeast. The country covers an area of 5,128 km2and consists of two main islands, Trinidad and Tobago, and 21 smaller islands.","http://purl.obolibrary.org/obo/GAZ_00003767"
"224","Tunisia","A country situated on the Mediterranean coast of North Africa. It is bordered by Algeria to the west and Libya to the southeast. Tunisia is subdivided into 24 governorates, divided into 262 ""delegations"" or ""districts"" (mutamadiyat), and further subdivided into municipalities (shaykhats).","http://purl.obolibrary.org/obo/GAZ_00000562"
"225","Turkey","A Eurasian country that stretches across the Anatolian peninsula in western Asia and Thrace (Rumelia) in the Balkan region of southeastern Europe. Turkey borders eight countries: Bulgaria to the northwest; Greece to the west, Georgia to the northeast; Armenia, Azerbaijan (the exclave of Nakhichevan), and Iran to the east; and Iraq and Syria to the southeast. The Mediterranean Sea and Cyprus are to the south; the Aegean Sea and Archipelago are to the west; and the Black Sea is to the north. Separating Anatolia and Thrace are the Sea of Marmara and the Turkish Straits (the Bosporus and the Dardanelles), which are commonly reckoned to delineate the border between Asia and Europe, thereby making Turkey transcontinental. The territory of Turkey is subdivided into 81 provinces for administrative purposes. The provinces are organized into 7 regions for census purposes; however, they do not represent an administrative structure. Each province is divided into districts, for a total of 923 districts.","http://purl.obolibrary.org/obo/GAZ_00000558"
"226","Turkmenistan","A country in Central Asia. It is bordered by Afghanistan to the southeast, Iran to the southwest, Uzbekistan to the northeast, Kazakhstan to the northwest, and the Caspian Sea to the west. It was a constituent republic of the Soviet Union, the Turkmen Soviet Socialist Republic. Turkmenistan is divided into five provinces or welayatlar (singular - welayat) and one independent city.","http://purl.obolibrary.org/obo/GAZ_00005018"
"227","Tuvalu","A Polynesian island nation located in the Pacific Ocean midway between Hawaii and Australia.","http://purl.obolibrary.org/obo/GAZ_00009715"
"228","US: Alabama","A state located in the southern region of the United States of America. It is bordered by Tennessee to the north, Georgia to the east, Florida and the Gulf of Mexico to the south, and Mississippi to the west.","http://purl.obolibrary.org/obo/GAZ_00006881"
"229","US: Alaska","A state in the United States of America, in the extreme northwest portion of the North American continent. The state is bordered by Yukon Territory and British Columbia, Canada to the east, the Gulf of Alaska and the Pacific Ocean to the south, the Bering Sea, Bering Strait, and Chukchi Sea to the west, and the Beaufort Sea and the Arctic Ocean.","http://purl.obolibrary.org/obo/GAZ_00002521"
"230","US: Arizona","A state located in the southwestern region of the United States. It borders New Mexico, Utah, Nevada, California, touches Colorado, and has a 626 km international border with the States of Sonora and Baja California in Mexico.","http://purl.obolibrary.org/obo/GAZ_00002518"
"231","US: Arkansas","A state located in the southern region of the United States. Arkansas shares a border with six states, with its eastern border largely defined by the Mississippi River. Arkansas shares its southern border with Louisiana, its northern border with Missouri, its eastern border with Tennessee and Mississippi, and its western border with Texas and Oklahoma.","http://purl.obolibrary.org/obo/GAZ_00004441"
"232","US: California","A state on the West Coast of the United States, along the Pacific Ocean. It is bordered by Oregon to the north, Nevada to the east, Arizona to the southeast, and to the south the Mexican state of Baja California.","http://purl.obolibrary.org/obo/GAZ_00002461"
"233","US: Colorado","A state located in the Rocky Mountain region of the United States of America.","http://purl.obolibrary.org/obo/GAZ_00006254"
"234","US: Connecticut","A state located in the New England region of the northeastern United States of America. The state borders New York to the west and south (Long Island by sea), Massachusetts to the north, and Rhode Island to the east. Portions of southwestern Connecticut are considered part of the New York metropolitan area.","http://purl.obolibrary.org/obo/GAZ_00002591"
"235","US: Delaware","A state located on the Atlantic Coast in the Mid-Atlantic region of the United States. Delaware is located in the eastern section of the Delmarva Peninsula, between Delaware Bay and Chesapeake Bay. Delaware is bounded to the north by Pennsylvania; to the east by the Delaware River, Delaware Bay, New Jersey and the Atlantic Ocean; and to the west and south by Maryland.","http://purl.obolibrary.org/obo/GAZ_00002878"
"236","US: District of Columbia","The area which constitutes of, and is coextensive with, the city of Washington, the Capital of the United States. The District of Columbia is not a state.","http://purl.obolibrary.org/obo/GAZ_00003175"
"237","US: Florida","A state located in the southeastern region of the United States, bordering Alabama to the northwest and Georgia to the northeast. Much of the land mass of the state is a large peninsula with the Gulf of Mexico to the west and south, and the Atlantic Ocean to the east.","http://purl.obolibrary.org/obo/GAZ_00002888"
"238","US: Georgia","Georgia is bordered on the south by Florida; on the east by the Atlantic Ocean and South Carolina; on the west by Alabama and by Florida in the extreme southwest; and on the north by Tennessee and North Carolina. The northern part of the state is in the Blue Ridge Mountains, a mountain range in the vast mountain system of the Appalachians. The central piedmont extends from the foothills to the fall line, where the rivers cascade down in elevation to the continental coastal plain of the southern part of the state.","http://purl.obolibrary.org/obo/GAZ_00002611"
