"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"1806","ES799433","ESR12851"
"1807","ES799433","ESR12852"
"1808","ES799433","ESR12853"
"1809","ES799433","ESR12854"
"1810","ES799433","ESR12855"
"1811","ES799433","ESR12856"
"1812","ES799433","ESR12857"
"1813","ES799433","ESR12858"
"1814","ES799433","ESR12859"
"1815","ES799434","ESR12849"
"1816","ES799434","ESR12850"
"1817","ES799434","ESR12851"
"1818","ES799434","ESR12852"
"1819","ES799434","ESR12853"
"1820","ES799434","ESR12854"
"1821","ES799434","ESR12855"
"1822","ES799434","ESR12856"
"1823","ES799434","ESR12857"
"1824","ES799434","ESR12858"
"1825","ES799434","ESR12859"
"1826","ES799435","ESR12849"
"1827","ES799435","ESR12850"
"1828","ES799435","ESR12851"
"1829","ES799435","ESR12852"
"1830","ES799435","ESR12853"
"1831","ES799435","ESR12854"
"1832","ES799435","ESR12855"
"1833","ES799435","ESR12856"
"1834","ES799435","ESR12857"
"1835","ES799435","ESR12858"
"1836","ES799435","ESR12859"
"1837","ES799436","ESR12849"
"1838","ES799436","ESR12850"
"1839","ES799436","ESR12851"
"1840","ES799436","ESR12852"
"1841","ES799436","ESR12853"
"1842","ES799436","ESR12854"
"1843","ES799436","ESR12855"
"1844","ES799436","ESR12856"
"1845","ES799436","ESR12857"
"1846","ES799436","ESR12858"
"1847","ES799436","ESR12859"
"1848","ES799437","ESR12849"
"1849","ES799437","ESR12850"
"1850","ES799437","ESR12851"
"1851","ES799437","ESR12852"
"1852","ES799437","ESR12853"
"1853","ES799437","ESR12854"
"1854","ES799437","ESR12855"
"1855","ES799437","ESR12856"
"1856","ES799437","ESR12857"
"1857","ES799437","ESR12858"
"1858","ES799437","ESR12859"
"1859","ES799438","ESR12849"
"1860","ES799438","ESR12850"
"1861","ES799438","ESR12851"
"1862","ES799438","ESR12852"
"1863","ES799438","ESR12853"
"1864","ES799438","ESR12854"
"1865","ES799438","ESR12855"
"1866","ES799438","ESR12856"
"1867","ES799438","ESR12857"
"1868","ES799438","ESR12858"
"1869","ES799438","ESR12859"
"1870","ES799439","ESR12849"
"1871","ES799439","ESR12850"
"1872","ES799439","ESR12851"
"1873","ES799439","ESR12852"
"1874","ES799439","ESR12853"
"1875","ES799439","ESR12854"
"1876","ES799439","ESR12855"
"1877","ES799439","ESR12856"
"1878","ES799439","ESR12857"
"1879","ES799439","ESR12858"
"1880","ES799439","ESR12859"
"1881","ES799440","ESR12849"
"1882","ES799440","ESR12850"
"1883","ES799440","ESR12851"
"1884","ES799440","ESR12852"
"1885","ES799440","ESR12853"
"1886","ES799440","ESR12854"
"1887","ES799440","ESR12855"
"1888","ES799440","ESR12856"
"1889","ES799440","ESR12857"
"1890","ES799440","ESR12858"
"1891","ES799440","ESR12859"
"1892","ES799441","ESR12849"
"1893","ES799441","ESR12850"
"1894","ES799441","ESR12851"
"1895","ES799441","ESR12852"
"1896","ES799441","ESR12853"
"1897","ES799441","ESR12854"
"1898","ES799441","ESR12855"
"1899","ES799441","ESR12856"
"1900","ES799441","ESR12857"
"1901","ES799441","ESR12858"
"1902","ES799441","ESR12859"
"1903","ES799442","ESR12849"
"1904","ES799442","ESR12850"
"1905","ES799442","ESR12851"
"1906","ES799442","ESR12852"
"1907","ES799442","ESR12853"
"1908","ES799442","ESR12854"
"1909","ES799442","ESR12855"
"1910","ES799442","ESR12856"
"1911","ES799442","ESR12857"
"1912","ES799442","ESR12858"
"1913","ES799442","ESR12859"
"1914","ES799443","ESR12849"
"1915","ES799443","ESR12850"
"1916","ES799443","ESR12851"
"1917","ES799443","ESR12852"
"1918","ES799443","ESR12853"
"1919","ES799443","ESR12854"
"1920","ES799443","ESR12855"
"1921","ES799443","ESR12856"
"1922","ES799443","ESR12857"
"1923","ES799443","ESR12858"
"1924","ES799443","ESR12859"
"1925","ES799444","ESR12849"
"1926","ES799444","ESR12850"
"1927","ES799444","ESR12851"
"1928","ES799444","ESR12852"
"1929","ES799444","ESR12853"
"1930","ES799444","ESR12854"
"1931","ES799444","ESR12855"
"1932","ES799444","ESR12856"
"1933","ES799444","ESR12857"
"1934","ES799444","ESR12858"
"1935","ES799444","ESR12859"
"1936","ES799445","ESR12849"
"1937","ES799445","ESR12850"
"1938","ES799445","ESR12851"
"1939","ES799445","ESR12852"
"1940","ES799445","ESR12853"
"1941","ES799445","ESR12854"
"1942","ES799445","ESR12855"
"1943","ES799445","ESR12856"
"1944","ES799445","ESR12857"
"1945","ES799445","ESR12858"
"1946","ES799445","ESR12859"
"1947","ES799446","ESR12849"
"1948","ES799446","ESR12850"
"1949","ES799446","ESR12851"
"1950","ES799446","ESR12852"
"1951","ES799446","ESR12853"
"1952","ES799446","ESR12854"
"1953","ES799446","ESR12855"
"1954","ES799446","ESR12856"
"1955","ES799446","ESR12857"
"1956","ES799446","ESR12858"
"1957","ES799446","ESR12859"
"1958","ES799447","ESR12849"
"1959","ES799447","ESR12850"
"1960","ES799447","ESR12851"
"1961","ES799447","ESR12852"
"1962","ES799447","ESR12853"
"1963","ES799447","ESR12854"
"1964","ES799447","ESR12855"
"1965","ES799447","ESR12856"
"1966","ES799447","ESR12857"
"1967","ES799447","ESR12858"
"1968","ES799447","ESR12859"
"1969","ES799448","ESR12849"
"1970","ES799448","ESR12850"
"1971","ES799448","ESR12851"
"1972","ES799448","ESR12852"
"1973","ES799448","ESR12853"
"1974","ES799448","ESR12854"
"1975","ES799448","ESR12855"
"1976","ES799448","ESR12856"
"1977","ES799448","ESR12857"
"1978","ES799448","ESR12858"
"1979","ES799448","ESR12859"
"1980","ES799449","ESR12849"
"1981","ES799449","ESR12850"
"1982","ES799449","ESR12851"
"1983","ES799449","ESR12852"
"1984","ES799449","ESR12853"
"1985","ES799449","ESR12854"
"1986","ES799449","ESR12855"
"1987","ES799449","ESR12856"
"1988","ES799449","ESR12857"
"1989","ES799449","ESR12858"
"1990","ES799449","ESR12859"
"1991","ES799450","ESR12849"
"1992","ES799450","ESR12850"
"1993","ES799450","ESR12851"
"1994","ES799450","ESR12852"
"1995","ES799450","ESR12853"
"1996","ES799450","ESR12854"
"1997","ES799450","ESR12855"
"1998","ES799450","ESR12856"
"1999","ES799450","ESR12857"
"2000","ES799450","ESR12858"
"2001","ES799450","ESR12859"
"2002","ES799451","ESR12849"
"2003","ES799451","ESR12850"
"2004","ES799451","ESR12851"
"2005","ES799451","ESR12852"
"2006","ES799451","ESR12853"
"2007","ES799451","ESR12854"
"2008","ES799451","ESR12855"
"2009","ES799451","ESR12856"
"2010","ES799451","ESR12857"
"2011","ES799451","ESR12858"
"2012","ES799451","ESR12859"
"2013","ES799452","ESR12849"
"2014","ES799452","ESR12850"
"2015","ES799452","ESR12851"
"2016","ES799452","ESR12852"
"2017","ES799452","ESR12853"
"2018","ES799452","ESR12854"
"2019","ES799452","ESR12855"
"2020","ES799452","ESR12856"
"2021","ES799452","ESR12857"
"2022","ES799452","ESR12858"
"2023","ES799452","ESR12859"
"2024","ES799453","ESR12849"
"2025","ES799453","ESR12850"
"2026","ES799453","ESR12851"
"2027","ES799453","ESR12852"
"2028","ES799453","ESR12853"
"2029","ES799453","ESR12854"
"2030","ES799453","ESR12855"
"2031","ES799453","ESR12856"
"2032","ES799453","ESR12857"
"2033","ES799453","ESR12858"
"2034","ES799453","ESR12859"
"2035","ES799454","ESR12849"
"2036","ES799454","ESR12850"
"2037","ES799454","ESR12851"
"2038","ES799454","ESR12852"
"2039","ES799454","ESR12853"
"2040","ES799454","ESR12854"
"2041","ES799454","ESR12855"
"2042","ES799454","ESR12856"
"2043","ES799454","ESR12857"
"2044","ES799454","ESR12858"
"2045","ES799454","ESR12859"
"2046","ES799455","ESR12849"
"2047","ES799455","ESR12850"
"2048","ES799455","ESR12851"
"2049","ES799455","ESR12852"
"2050","ES799455","ESR12853"
"2051","ES799455","ESR12854"
"2052","ES799455","ESR12855"
"2053","ES799455","ESR12856"
"2054","ES799455","ESR12857"
"2055","ES799455","ESR12858"
"2056","ES799455","ESR12859"
"2057","ES799456","ESR12849"
"2058","ES799456","ESR12850"
"2059","ES799456","ESR12851"
"2060","ES799456","ESR12852"
"2061","ES799456","ESR12853"
"2062","ES799456","ESR12854"
"2063","ES799456","ESR12855"
"2064","ES799456","ESR12856"
"2065","ES799456","ESR12857"
"2066","ES799456","ESR12858"
"2067","ES799456","ESR12859"
"2068","ES799457","ESR12849"
"2069","ES799457","ESR12850"
"2070","ES799457","ESR12851"
"2071","ES799457","ESR12852"
"2072","ES799457","ESR12853"
"2073","ES799457","ESR12854"
"2074","ES799457","ESR12855"
"2075","ES799457","ESR12856"
"2076","ES799457","ESR12857"
"2077","ES799457","ESR12858"
"2078","ES799457","ESR12859"
"2079","ES799458","ESR12849"
"2080","ES799458","ESR12850"
"2081","ES799458","ESR12851"
"2082","ES799458","ESR12852"
"2083","ES799458","ESR12853"
"2084","ES799458","ESR12854"
"2085","ES799458","ESR12855"
"2086","ES799458","ESR12856"
"2087","ES799458","ESR12857"
"2088","ES799458","ESR12858"
"2089","ES799458","ESR12859"
"2090","ES799459","ESR12849"
"2091","ES799459","ESR12850"
"2092","ES799459","ESR12851"
"2093","ES799459","ESR12852"
"2094","ES799459","ESR12853"
"2095","ES799459","ESR12854"
"2096","ES799459","ESR12855"
"2097","ES799459","ESR12856"
"2098","ES799459","ESR12857"
"2099","ES799459","ESR12858"
"2100","ES799459","ESR12859"
"2101","ES823377","ESR14772"
"2102","ES823378","ESR14772"
"2103","ES823379","ESR14772"
"2104","ES823380","ESR14772"
"2105","ES823381","ESR14772"
"2106","ES823382","ESR14772"
"2107","ES823383","ESR14772"
"2108","ES823384","ESR14772"
"2109","ES823385","ESR14772"
"2110","ES823386","ESR14772"
"2111","ES823387","ESR14772"
"2112","ES823388","ESR14772"
"2113","ES823389","ESR14772"
"2114","ES823390","ESR14772"
"2115","ES823391","ESR14772"
"2116","ES823392","ESR14772"
"2117","ES823393","ESR14772"
"2118","ES823394","ESR14772"
"2119","ES823395","ESR14772"
"2120","ES823396","ESR14772"
"2121","ES823397","ESR14772"
"2122","ES823398","ESR14772"
"2123","ES823399","ESR14772"
"2124","ES823400","ESR14772"
"2125","ES823401","ESR14772"
"2126","ES823402","ESR14772"
"2127","ES823403","ESR14772"
"2128","ES823404","ESR14772"
"2129","ES823405","ESR14772"
"2130","ES823406","ESR14772"
"2131","ES823407","ESR14772"
"2132","ES823408","ESR14772"
"2133","ES823409","ESR14772"
"2134","ES823410","ESR14772"
"2135","ES823411","ESR14772"
"2136","ES823412","ESR14772"
